generation	best_fitness
0	4.087419851521189e-06
1	1.111018256869438e-05
2	1.6580962477369672e-05
3	3.380234177001904e-05
4	4.418704956582138e-05
5	7.596412790145854e-05
6	0.0001171202938434022
7	0.0001547876631109715
8	0.00020115693455558298
9	0.00026195412877874353
10	0.0003216716730632899
11	0.0004479543755596874
12	0.0005839861345371624
13	0.0006961257011025501
14	0.0010130411881805461
15	0.0010130411881805461
16	0.0013472864350562623
17	0.0013472864350562623
18	0.0014204633997596087
19	0.001507153481287302
20	0.0017600610193382622
21	0.0018258857574196265
22	0.0020277182535732166
23	0.0023240983712271056
24	0.002600806900466521
25	0.002941569199703003
26	0.002941569199703003
27	0.002941569199703003
28	0.0030357516788162902
29	0.0037246628694848935
30	0.004112060604572072
31	0.004375657194735978
32	0.004375657194735978
33	0.004375657194735978
34	0.0048243795508607955
35	0.0048243795508607955
36	0.004955587189764361
37	0.00518602295838331
38	0.005193856028739183
39	0.005377736408694967
40	0.006349402381858017
41	0.006349402381858017
42	0.006349402381858017
43	0.0069952793627685115
44	0.0069952793627685115
45	0.0069952793627685115
46	0.0069952793627685115
47	0.007735380456109894
48	0.00842963439329253
49	0.00842963439329253
50	0.00851402819275401
51	0.00851402819275401
52	0.00851402819275401
53	0.00851402819275401
54	0.008623067777139296
55	0.009601241102110405
56	0.009791055984298108
57	0.009791055984298108
58	0.009845120575270896
59	0.009845120575270896
60	0.010627579230064407
61	0.010627579230064407
62	0.010627579230064407
63	0.011026159786756726
64	0.011026159786756726
65	0.011132968364069677
66	0.011132968364069677
67	0.011201307644692054
68	0.01290230309621671
69	0.01290230309621671
70	0.01290230309621671
71	0.01290230309621671
72	0.01290230309621671
73	0.01290230309621671
74	0.01297975081491436
75	0.01297975081491436
76	0.01297975081491436
77	0.013045789065676373
78	0.013045789065676373
79	0.013045789065676373
80	0.013045789065676373
81	0.013045789065676373
82	0.013045789065676373
83	0.013045789065676373
84	0.013045789065676373
85	0.013045789065676373
86	0.013045789065676373
87	0.013090966010966413
88	0.013090966010966413
89	0.01313169840967743
90	0.01313169840967743
91	0.01313169840967743
92	0.01313169840967743
93	0.013140323198158164
94	0.0144953852604323
95	0.0144953852604323
96	0.01455433352330223
97	0.01455433352330223
98	0.01455433352330223
99	0.014743217583812347
100	0.014743217583812347
101	0.014743217583812347
102	0.014743217583812347
103	0.014743217583812347
104	0.014743217583812347
105	0.014743217583812347
106	0.014743217583812347
107	0.014743217583812347
108	0.014743217583812347
109	0.014743217583812347
110	0.014743217583812347
111	0.016393984158141684
112	0.016393984158141684
113	0.016393984158141684
114	0.016393984158141684
115	0.016393984158141684
116	0.016393984158141684
117	0.016393984158141684
118	0.016393984158141684
119	0.018143771060394887
120	0.018143771060394887
121	0.018143771060394887
122	0.018143771060394887
123	0.018143771060394887
124	0.018143771060394887
125	0.018143771060394887
126	0.018143771060394887
127	0.018143771060394887
128	0.018143771060394887
129	0.018143771060394887
130	0.018143771060394887
131	0.018143771060394887
132	0.018143771060394887
133	0.018143771060394887
134	0.018143771060394887
135	0.018358854056909003
136	0.018358854056909003
137	0.020058087381933095
138	0.020058087381933095
139	0.020058087381933095
140	0.020058087381933095
141	0.020058087381933095
142	0.020058087381933095
143	0.02026252914987172
144	0.02026252914987172
145	0.02026252914987172
146	0.020714984217998333
147	0.020714984217998333
148	0.020714984217998333
149	0.020714984217998333
150	0.020714984217998333
151	0.020714984217998333
152	0.020714984217998333
153	0.020714984217998333
154	0.02213760087218055
155	0.02213760087218055
156	0.02213760087218055
157	0.02213760087218055
158	0.02213760087218055
159	0.02213760087218055
160	0.02213760087218055
161	0.02213760087218055
162	0.02213760087218055
163	0.02213760087218055
164	0.02213760087218055
165	0.02213760087218055
166	0.02213760087218055
167	0.02256130618994568
168	0.02256130618994568
169	0.02256130618994568
170	0.02256130618994568
171	0.022589875445486948
172	0.022589875445486948
173	0.022589875445486948
174	0.022589875445486948
175	0.022589875445486948
176	0.022589875445486948
177	0.022589875445486948
178	0.022589875445486948
179	0.02335837341775478
180	0.02335837341775478
181	0.02335837341775478
182	0.02335837341775478
183	0.02335837341775478
184	0.02335837341775478
185	0.02335837341775478
186	0.02335837341775478
187	0.02335837341775478
188	0.02335837341775478
189	0.02335837341775478
190	0.02335837341775478
191	0.02335837341775478
192	0.02335837341775478
193	0.02335837341775478
194	0.02335837341775478
195	0.02335837341775478
196	0.02335837341775478
197	0.02335837341775478
198	0.02335837341775478
199	0.02335837341775478
200	0.02335837341775478
201	0.02335837341775478
202	0.02335837341775478
203	0.02335837341775478
204	0.02335837341775478
205	0.02335837341775478
206	0.02335837341775478
207	0.02335837341775478
208	0.02335837341775478
209	0.02335837341775478
210	0.02335837341775478
211	0.023387239947090365
212	0.023387239947090365
213	0.023387239947090365
214	0.023387239947090365
215	0.023504571884482628
216	0.023504571884482628
217	0.023504571884482628
218	0.023504571884482628
219	0.023504571884482628
220	0.023504571884482628
221	0.023504571884482628
222	0.023504571884482628
223	0.023504571884482628
224	0.023504571884482628
225	0.023504571884482628
226	0.023504571884482628
227	0.023504571884482628
228	0.023504571884482628
229	0.023504571884482628
230	0.02388235960552873
231	0.02388235960552873
232	0.02388235960552873
233	0.02388235960552873
234	0.02388235960552873
235	0.02388235960552873
236	0.02388235960552873
237	0.02388235960552873
238	0.02388235960552873
239	0.02388235960552873
240	0.02388235960552873
241	0.02388235960552873
242	0.02388235960552873
243	0.02388235960552873
244	0.02388235960552873
245	0.02388235960552873
246	0.02388235960552873
247	0.023904334899143835
248	0.023904334899143835
249	0.023904334899143835
250	0.023904334899143835
251	0.023904334899143835
252	0.023904334899143835
253	0.023904334899143835
254	0.023904334899143835
255	0.023904334899143835
256	0.023904334899143835
257	0.023904334899143835
258	0.023904334899143835
259	0.023904334899143835
260	0.023904334899143835
261	0.02404824375089913
262	0.02404824375089913
263	0.02404824375089913
264	0.02404824375089913
265	0.02404824375089913
266	0.02404824375089913
267	0.02413340743949284
268	0.02413340743949284
269	0.02413340743949284
270	0.02413340743949284
271	0.02413340743949284
272	0.02413340743949284
273	0.02413340743949284
274	0.02413340743949284
275	0.02413340743949284
276	0.02413340743949284
277	0.02413340743949284
278	0.02413340743949284
279	0.02413340743949284
280	0.02413340743949284
281	0.02413340743949284
282	0.02413340743949284
283	0.02413340743949284
284	0.02413340743949284
285	0.02413340743949284
