generation	best_fitness	mean_fitness
66	0.011132968364069677	0.006856459730475263
67	0.011201307644692054	0.007074798736296133
68	0.01290230309621671	0.007380135047662209
69	0.01290230309621671	0.007560800831859367
70	0.01290230309621671	0.007557471998298164
71	0.01290230309621671	0.007614361172593166
72	0.01290230309621671	0.007676820770654999
73	0.01290230309621671	0.007742224561260835
74	0.01297975081491436	0.007787623314622507
75	0.01297975081491436	0.007970403254641009
76	0.01297975081491436	0.007907303892673573
77	0.013045789065676373	0.007980110884234481
78	0.013045789065676373	0.007838955653485134
79	0.013045789065676373	0.007771766708069945
80	0.013045789065676373	0.007810438709327581
81	0.013045789065676373	0.00805782505811491
82	0.013045789065676373	0.007785152127752229
83	0.013045789065676373	0.008092491985265335
84	0.013045789065676373	0.008181250499130254
85	0.013045789065676373	0.008164706244042657
86	0.013045789065676373	0.008287713658889646
87	0.013090966010966413	0.0079490212025009
88	0.013090966010966413	0.008339237941030326
89	0.01313169840967743	0.008203575259105202
90	0.01313169840967743	0.008081787385837714
91	0.01313169840967743	0.008356522692138758
92	0.01313169840967743	0.0080859237120926
93	0.013140323198158164	0.008161623759317244
94	0.0144953852604323	0.008290712750011326
95	0.0144953852604323	0.008210944256691782
96	0.01455433352330223	0.008359569439693492
97	0.01455433352330223	0.008403945613156934
98	0.01455433352330223	0.008186042540269087
99	0.014743217583812347	0.008204700963146672
100	0.014743217583812347	0.008454828161350497
101	0.014743217583812347	0.00832969002202677
102	0.014743217583812347	0.00853123087246218
103	0.014743217583812347	0.00877482977981149
104	0.014743217583812347	0.008861874287055673
105	0.014743217583812347	0.008765926722574157
106	0.014743217583812347	0.0085725366991296
107	0.014743217583812347	0.008245658905190686
108	0.014743217583812347	0.008040562040867038
109	0.014743217583812347	0.008364034196705466
110	0.014743217583812347	0.008772432787625805
111	0.016393984158141684	0.008722398337054885
112	0.016393984158141684	0.009355226629322479
113	0.016393984158141684	0.009301912198870879
114	0.016393984158141684	0.009191619254843101
115	0.016393984158141684	0.00903469004419378
116	0.016393984158141684	0.008997859622265632
117	0.016393984158141684	0.008919208273760764
118	0.016393984158141684	0.008704011704183405
119	0.018143771060394887	0.009250868819255204
120	0.018143771060394887	0.009077206544848839
121	0.018143771060394887	0.00913385939497542
122	0.018143771060394887	0.008975645097670624
123	0.018143771060394887	0.009408241378989601
124	0.018143771060394887	0.00899668892107633
125	0.018143771060394887	0.008711127812205408
126	0.018143771060394887	0.00853487238230696
127	0.018143771060394887	0.009317752057060254
128	0.018143771060394887	0.008992180995892447
129	0.018143771060394887	0.008931572676379297
130	0.018143771060394887	0.008870455439647177
131	0.018143771060394887	0.009178365731027158
132	0.018143771060394887	0.009285085167987919
133	0.018143771060394887	0.009023349584746926
134	0.018143771060394887	0.009364105839681542
135	0.018358854056909003	0.009076550511187043
136	0.018358854056909003	0.008744955651404457
137	0.020058087381933095	0.009128504272380064
138	0.020058087381933095	0.009275418720145239
139	0.020058087381933095	0.009001664217406865
140	0.020058087381933095	0.009314008728182428
141	0.020058087381933095	0.009261999613629529
142	0.020058087381933095	0.009820456639967971
143	0.02026252914987172	0.009847913698812811
144	0.02026252914987172	0.009534874647085956
145	0.02026252914987172	0.010259579614639835
146	0.020714984217998333	0.01066734663089473
147	0.020714984217998333	0.010836099597542772
148	0.020714984217998333	0.010664285694174384
149	0.020714984217998333	0.01094737670383125
150	0.020714984217998333	0.011091962073917024
151	0.020714984217998333	0.01102029944734068
152	0.020714984217998333	0.010677302855336962
153	0.020714984217998333	0.01098166999033953
154	0.02213760087218055	0.010828125155979865
155	0.02213760087218055	0.010997882428276737
156	0.02213760087218055	0.010729771430576168
157	0.02213760087218055	0.010915965636078362
158	0.02213760087218055	0.01066839312644811
159	0.02213760087218055	0.010607575214632726
160	0.02213760087218055	0.010785109670928347
161	0.02213760087218055	0.01048821816976401
162	0.02213760087218055	0.01058693672232044
163	0.02213760087218055	0.010097796063289725
164	0.02213760087218055	0.009575202239895527
165	0.02213760087218055	0.010252233556691916
166	0.02213760087218055	0.010519709930624819
167	0.02256130618994568	0.010753457138392169
168	0.02256130618994568	0.01111112316417127
169	0.02256130618994568	0.01063508922194284
170	0.02256130618994568	0.010547595722785864
171	0.022589875445486948	0.010817467305478022
172	0.022589875445486948	0.011070333662289735
173	0.022589875445486948	0.010812358644449935
174	0.022589875445486948	0.01093321095218307
175	0.022589875445486948	0.01061115584827853
176	0.022589875445486948	0.010451982385093239
177	0.022589875445486948	0.010560372789074308
178	0.022589875445486948	0.010675140238731411
179	0.02335837341775478	0.010668224062567708
180	0.02335837341775478	0.011296064243036289
181	0.02335837341775478	0.011552132005699916
182	0.02335837341775478	0.01138873855063615
183	0.02335837341775478	0.011333946837535434
184	0.02335837341775478	0.011557073623643298
185	0.02335837341775478	0.011723306877346722
186	0.02335837341775478	0.012067772451745933
187	0.02335837341775478	0.011780973883263273
188	0.02335837341775478	0.011205690829276093
189	0.02335837341775478	0.010931589835723756
190	0.02335837341775478	0.011853576297491002
191	0.02335837341775478	0.011811570090042018
192	0.02335837341775478	0.012150870804632962
193	0.02335837341775478	0.011465544240154595
194	0.02335837341775478	0.011324060785241145
195	0.02335837341775478	0.011488498439472711
196	0.02335837341775478	0.012051324188158083
197	0.02335837341775478	0.011936165389083549
198	0.02335837341775478	0.012114887799400146
199	0.02335837341775478	0.01270556734501012
200	0.02335837341775478	0.01186706155968022
201	0.02335837341775478	0.011507878261897189
202	0.02335837341775478	0.011224062040682499
203	0.02335837341775478	0.011959380547766341
204	0.02335837341775478	0.011752393281974822
205	0.02335837341775478	0.011513202708459286
206	0.02335837341775478	0.011850740568676106
207	0.02335837341775478	0.012174100239339989
208	0.02335837341775478	0.012325644800663588
209	0.02335837341775478	0.011942251289697236
210	0.02335837341775478	0.011318524976717922
211	0.023387239947090365	0.011394477601233771
212	0.023387239947090365	0.011315878968382936
213	0.023387239947090365	0.011629481707012218
214	0.023387239947090365	0.012677540106995728
215	0.023504571884482628	0.012798701324692307
216	0.023504571884482628	0.012546815469027502
217	0.023504571884482628	0.012118241275368426
218	0.023504571884482628	0.012822787266580104
219	0.023504571884482628	0.012257725537966334
220	0.023504571884482628	0.011913190522401763
221	0.023504571884482628	0.01268339939623866
222	0.023504571884482628	0.012335979714164867
223	0.023504571884482628	0.012231201002385039
224	0.023504571884482628	0.012033312887785592
225	0.023504571884482628	0.012403783935148915
226	0.023504571884482628	0.011771515966513756
227	0.023504571884482628	0.01223198522583967
228	0.023504571884482628	0.012039826879847764
229	0.023504571884482628	0.012634392537311334
230	0.02388235960552873	0.012363740761597762
231	0.02388235960552873	0.012554401809964552
232	0.02388235960552873	0.012500406762283568
233	0.02388235960552873	0.012971785543537496
234	0.02388235960552873	0.012282346976549736
235	0.02388235960552873	0.011982632248941279
236	0.02388235960552873	0.011900040605674001
237	0.02388235960552873	0.011849023247294402
238	0.02388235960552873	0.011871998300579974
239	0.02388235960552873	0.011504162502734356
240	0.02388235960552873	0.011009314907464847
241	0.02388235960552873	0.011861453568525887
242	0.02388235960552873	0.011452221395178677
243	0.02388235960552873	0.011802494253393785
244	0.02388235960552873	0.01174715027348035
245	0.02388235960552873	0.011509163869910657
246	0.02388235960552873	0.011364181968759608
247	0.023904334899143835	0.011469816535579436
248	0.023904334899143835	0.011655064096814337
249	0.023904334899143835	0.012123701071471014
250	0.023904334899143835	0.011504055651939283
251	0.023904334899143835	0.012198082180466635
252	0.023904334899143835	0.011781491280769388
253	0.023904334899143835	0.012357064413107478
254	0.023904334899143835	0.012286073043725525
255	0.023904334899143835	0.012653753568338472
256	0.023904334899143835	0.012074335757134982
257	0.023904334899143835	0.01197501100520932
258	0.023904334899143835	0.012258434584353113
259	0.023904334899143835	0.01167780742534189
260	0.023904334899143835	0.011751075740391852
261	0.02404824375089913	0.011313856020366417
262	0.02404824375089913	0.012087251840943662
263	0.02404824375089913	0.012077441974693875
264	0.02404824375089913	0.011879027464878603
265	0.02404824375089913	0.01217513563809161
266	0.02404824375089913	0.012180456244042544
267	0.02413340743949284	0.011855311041822966
268	0.02413340743949284	0.012303801812265973
269	0.02413340743949284	0.01234119624403998
270	0.02413340743949284	0.012883582212471649
271	0.02413340743949284	0.012366683473529006
272	0.02413340743949284	0.012721576083743111
273	0.02413340743949284	0.012823269867010802
274	0.02413340743949284	0.012363936622905598
275	0.02413340743949284	0.012502355246443117
276	0.02413340743949284	0.01237819765706728
277	0.02413340743949284	0.011604035564410677
278	0.02413340743949284	0.012503063881518135
279	0.02413340743949284	0.013209516975807049
280	0.02413340743949284	0.013265876619639018
281	0.02413340743949284	0.012914746469893082
282	0.02413340743949284	0.012841544106896412
283	0.02413340743949284	0.012246578298923136
284	0.02413340743949284	0.012321889527239146
285	0.02413340743949284	0.012177678061795984
286	0.02413340743949284	0.012726709470321285
287	0.02413340743949284	0.012698356154440694
288	0.02413340743949284	0.0123499910109127
289	0.02413340743949284	0.01377518761451963
290	0.02413340743949284	0.012610790290740949
291	0.02413340743949284	0.012121755883160664
292	0.02413340743949284	0.011547926792919005
293	0.02413340743949284	0.011808693100626195
294	0.02413340743949284	0.012114643533986709
295	0.02413340743949284	0.012562845314533857
296	0.02413340743949284	0.012754475055972428
297	0.024222482560397857	0.013549710530160807
298	0.024222482560397857	0.013176451472630786
299	0.024222482560397857	0.012633338868743828
300	0.024222482560397857	0.012369651994416751
301	0.024222482560397857	0.012036375012296102
302	0.024222482560397857	0.012445720724527314
303	0.024222482560397857	0.012136990689968152
304	0.024222482560397857	0.011958467882253023
305	0.024222482560397857	0.01207721872118365
306	0.024222482560397857	0.012118772294361422
307	0.024222482560397857	0.01187754032998531
308	0.024222482560397857	0.012321247604550795
309	0.024222482560397857	0.012786195296759133
310	0.024222482560397857	0.01244981370271701
311	0.024222482560397857	0.012304409430655559
312	0.024222482560397857	0.012553086674568033
313	0.024222482560397857	0.012544571651297522
314	0.024222482560397857	0.012331348301316951
315	0.024222482560397857	0.010975942103126348
316	0.02425879330486309	0.011140727279631087
317	0.02425879330486309	0.01194876401527378
318	0.02425879330486309	0.012609103088599397
319	0.02425879330486309	0.012529544046959466
320	0.02425879330486309	0.012255696763059676
321	0.02425879330486309	0.012156564388000331
322	0.02425879330486309	0.01176313587736203
323	0.02425879330486309	0.011807959231251376
324	0.02425879330486309	0.012032646707760398
325	0.02425879330486309	0.012322789411390152
326	0.02425879330486309	0.012786145242326118
327	0.02425879330486309	0.012374795357976276
328	0.02429077875249626	0.012591958889374127
329	0.02429077875249626	0.0126128698948008
330	0.02429077875249626	0.012520589927261811
331	0.02429077875249626	0.012311445037059462
332	0.02429077875249626	0.01160460961555449
333	0.02429077875249626	0.012255902427983452
334	0.02429077875249626	0.012482787747953113
335	0.02429077875249626	0.012988444204037669
336	0.02429077875249626	0.01249942670328315
337	0.02429077875249626	0.0130979467143013
338	0.02429077875249626	0.013047382785807627
339	0.02429077875249626	0.013623618511286517
340	0.02429077875249626	0.012212667720118264
341	0.02429077875249626	0.012643892709919174
342	0.02429077875249626	0.012753578527343441
343	0.02429077875249626	0.012300406450051942
344	0.02429077875249626	0.012364816071788865
345	0.02429077875249626	0.012670577739436908
346	0.02429077875249626	0.012413155532310087
347	0.02429077875249626	0.012493603748358745
348	0.02429077875249626	0.012004973863059357
349	0.02429077875249626	0.011541922455922057
350	0.024654141507301712	0.012130297937497885
351	0.024654141507301712	0.012139895376312873
352	0.024654141507301712	0.012179317862437098
353	0.024654141507301712	0.011784438547658918
354	0.024654141507301712	0.011949932974085708
355	0.024654141507301712	0.012375977377722431
356	0.024654141507301712	0.01203840847150656
357	0.024654141507301712	0.012302643577697213
358	0.024654141507301712	0.012762326141812169
359	0.024654141507301712	0.012385214916194614
360	0.024654141507301712	0.012821699419980228
361	0.024654141507301712	0.012610315159500547
362	0.024654141507301712	0.012592911456164795
363	0.024654141507301712	0.012892909690921718
364	0.024654141507301712	0.012668138351134443
365	0.024654141507301712	0.012299916252585946
366	0.024654141507301712	0.01336472709776939
367	0.024654141507301712	0.012705831242355883
368	0.024654141507301712	0.012624004378666252
369	0.024654141507301712	0.012701069664025564
370	0.024654141507301712	0.012609294498756361
371	0.024654141507301712	0.013225095517269093
372	0.024654141507301712	0.012914131944076339
373	0.02484375427535707	0.012711546804791148
374	0.02484375427535707	0.011724109176324127
375	0.02484375427535707	0.012257071138684511
376	0.02484375427535707	0.012325062428359148
377	0.02484375427535707	0.012206172475882876
378	0.02484375427535707	0.01224514999867781
379	0.02484375427535707	0.012683196392345237
380	0.02484375427535707	0.011494780558075464
381	0.02484375427535707	0.011775973293213001
382	0.02484375427535707	0.011896113593060028
383	0.02484375427535707	0.011433485123536835
384	0.02484375427535707	0.011840312674216433
385	0.02484375427535707	0.011747680903017844
386	0.02484375427535707	0.01248567474725351
387	0.02484375427535707	0.01291526454921448
388	0.02484375427535707	0.012233795186814427
389	0.02484375427535707	0.012277783458823186
390	0.02484375427535707	0.012474417605660629
391	0.02484375427535707	0.012190915014920914
392	0.02484375427535707	0.011980782531371451
393	0.02484375427535707	0.01203115040769533
394	0.02484375427535707	0.012902325468395214
395	0.02484375427535707	0.012850930509932091
396	0.02484375427535707	0.012578421880808677
397	0.025065561930044288	0.012656227196803347
398	0.025065561930044288	0.012707336787163234
399	0.025065561930044288	0.011589080976549374
400	0.025065561930044288	0.01287258225061644
401	0.025065561930044288	0.012803603491300825
402	0.025065561930044288	0.01282564745773115
403	0.025065561930044288	0.01255929517332911
404	0.025065561930044288	0.01324139355763124
405	0.025065561930044288	0.012996597078367138
406	0.025065561930044288	0.013152582834496253
407	0.025065561930044288	0.01274141540262333
408	0.025065561930044288	0.012868266096171378
409	0.025065561930044288	0.012440396783648893
410	0.02513672029280392	0.013051940127948821
411	0.02513672029280392	0.012662311707249173
412	0.02513672029280392	0.01234936008689933
413	0.02513672029280392	0.012471789996163872
414	0.02513672029280392	0.012472137818194642
415	0.02513672029280392	0.01231854572618569
416	0.02513672029280392	0.012785939130468346
417	0.02513672029280392	0.012477415290235112
418	0.025200962395185936	0.01178831738558875
419	0.025200962395185936	0.012192231153574845
420	0.025200962395185936	0.012371510272757073
421	0.025200962395185936	0.012427941005762479
422	0.025200962395185936	0.011868773940575388
423	0.025200962395185936	0.012682263227316177
424	0.025200962395185936	0.012064809625527131
425	0.025200962395185936	0.012902016365286607
426	0.025200962395185936	0.012457844645733443
427	0.025200962395185936	0.012039692082879173
428	0.025200962395185936	0.011915773928765023
429	0.025200962395185936	0.012960535777320212
430	0.025200962395185936	0.012840942720751525
431	0.025200962395185936	0.012755164462135647
432	0.025200962395185936	0.01306027444447178
433	0.025200962395185936	0.012364473481746798
434	0.025200962395185936	0.012097219684687398
435	0.025200962395185936	0.012652778091972815
436	0.025200962395185936	0.0125958227312218
437	0.02542511779907863	0.013084728291799382
438	0.02549622461669848	0.012798731596182536
439	0.02549622461669848	0.013174592793211136
440	0.02549622461669848	0.01187718589480749
441	0.02549622461669848	0.01259165740280948
442	0.02549622461669848	0.013252505132994362
443	0.02549622461669848	0.013656134293984764
444	0.02549622461669848	0.013231290216944996
445	0.02549622461669848	0.012824671515033885
446	0.02549622461669848	0.012901549488747005
447	0.02549622461669848	0.01211122598649415
448	0.02549622461669848	0.012377838074225466
449	0.02549622461669848	0.013272472654991674
450	0.02549622461669848	0.011788411439362014
451	0.02549622461669848	0.012550003026451845
452	0.02549622461669848	0.01240856078260805
453	0.02549622461669848	0.013093724237354491
454	0.02549622461669848	0.013109663062600268
455	0.02549622461669848	0.013625871303462956
456	0.02549622461669848	0.013796797198507484
457	0.02549622461669848	0.013304940082531448
458	0.02549622461669848	0.012567236525920383
459	0.02549622461669848	0.012751497002084423
460	0.025504062054692956	0.012139747072743833
461	0.025504062054692956	0.012265188599891067
462	0.025504062054692956	0.012770984645732524
463	0.025504062054692956	0.012998292145103809
464	0.025504062054692956	0.012652195196436572
465	0.025504062054692956	0.013265580527688626
466	0.025521593419531547	0.01314495766988525
467	0.025521593419531547	0.012881282937236092
468	0.025521593419531547	0.012543987170494491
469	0.025521593419531547	0.012503307110186481
470	0.025521593419531547	0.012805192957560146
471	0.025521593419531547	0.012164026721396428
472	0.025521593419531547	0.012308354893782635
473	0.025521593419531547	0.012637159295748232
474	0.025521593419531547	0.01278034484149612
475	0.025525758947861372	0.013127678933319531
476	0.025525758947861372	0.01283909854030599
477	0.025525758947861372	0.012360182688396603
478	0.025525758947861372	0.012898780567089707
479	0.025525758947861372	0.01258266794451563
480	0.025525758947861372	0.012319073109062247
481	0.025525758947861372	0.012533174317551242
482	0.025525758947861372	0.012319239015618608
483	0.025525758947861372	0.012257573264844106
484	0.025525758947861372	0.013026316645106893
485	0.025525758947861372	0.013576351272623024
486	0.025525758947861372	0.013427912449984918
487	0.025525758947861372	0.013290973218166035
488	0.025525758947861372	0.012578236741819366
489	0.025525758947861372	0.012869906701563755
490	0.025525758947861372	0.012547866075274371
491	0.025525758947861372	0.012333781826594361
492	0.025525758947861372	0.012275446830183102
493	0.025549809128440838	0.012469877104055107
494	0.025549809128440838	0.01331487618500315
495	0.025549809128440838	0.01335815490641702
496	0.025549809128440838	0.014024192224212141
497	0.025549809128440838	0.013817048158865981
498	0.025549809128440838	0.013067846171458519
499	0.025549809128440838	0.012970415336976097
500	0.025549809128440838	0.012816296399090177
501	0.025549809128440838	0.012720907832848516
502	0.025549809128440838	0.01281674576950545
503	0.025549809128440838	0.012978358003705457
504	0.025549809128440838	0.012988988631530597
505	0.025549809128440838	0.012786180490525196
506	0.025549809128440838	0.012752013278352256
507	0.025549809128440838	0.011800189098487035
508	0.025549809128440838	0.012169000045356693
509	0.025549809128440838	0.012632886004260734
510	0.025672396042164914	0.012224577458838223
511	0.025672396042164914	0.013152436440676618
512	0.025672396042164914	0.013358303539608596
513	0.025672396042164914	0.013385279042856812
514	0.025672396042164914	0.01288879085891694
515	0.025672396042164914	0.013220160626085437
516	0.025672396042164914	0.013778151053469538
517	0.025672396042164914	0.013142371498576031
518	0.025672396042164914	0.013527169308125428
519	0.025672396042164914	0.013159380084394942
520	0.025672396042164914	0.01330380084529505
521	0.025672396042164914	0.012652434493079099
522	0.025800633983609596	0.012895894241140533
523	0.025800633983609596	0.012586854102487686
524	0.025800633983609596	0.01180518074978461
525	0.025800633983609596	0.011645759983227645
526	0.025800633983609596	0.012533755033573115
527	0.025800633983609596	0.013476091132542584
528	0.025800633983609596	0.012453801641290849
529	0.025800633983609596	0.0122449808012684
530	0.025800633983609596	0.012666956486035585
531	0.025800633983609596	0.011860015163823791
532	0.025800633983609596	0.012242255468582049
533	0.025800633983609596	0.012607317812145292
534	0.025800633983609596	0.012232864040758178
535	0.025800633983609596	0.011931062960967366
536	0.025800633983609596	0.011869915966500593
537	0.025800633983609596	0.01316607940911427
538	0.025800633983609596	0.013450527327450614
539	0.025800633983609596	0.013323478858835057
540	0.025800633983609596	0.013119939660143642
541	0.025800633983609596	0.014073060682612071
542	0.025800633983609596	0.013973252012734038
543	0.025800633983609596	0.013017592894514159
544	0.025800633983609596	0.012690220899773941
545	0.025800633983609596	0.013401736028716853
546	0.025800633983609596	0.013293992379089707
547	0.025800633983609596	0.01334006524504228
548	0.025800633983609596	0.013071677473441614
549	0.025800633983609596	0.013306860999350993
550	0.025800633983609596	0.01259537858462979
551	0.025800633983609596	0.012932930327758644
552	0.025800633983609596	0.012711942741434943
553	0.025800633983609596	0.013112476803008005
554	0.025800633983609596	0.012482996813639678
555	0.025800633983609596	0.012410284695394545
556	0.025800633983609596	0.012843059585654588
557	0.025800633983609596	0.013134593161469681
558	0.025800633983609596	0.013285682719435744
559	0.025800633983609596	0.013574238022530244
560	0.025800633983609596	0.013504112608407164
561	0.025800633983609596	0.01281292091135319
562	0.025800633983609596	0.013560809543616098
563	0.02583976409026563	0.01409246641413892
564	0.02583976409026563	0.013074092720948689
565	0.02583976409026563	0.012941009291310673
566	0.02583976409026563	0.012292777321779117
567	0.02583976409026563	0.012566660256195485
568	0.02583976409026563	0.012923124240389628
569	0.02583976409026563	0.013046114656912725
570	0.02583976409026563	0.013088785015199833
571	0.02583976409026563	0.013015499924341072
572	0.02583976409026563	0.013436594828311119
573	0.02583976409026563	0.01313675692491122
574	0.02583976409026563	0.012334932722343954
575	0.02583976409026563	0.012559103241301627
576	0.02583976409026563	0.013397595245802026
577	0.02583976409026563	0.013178756217481219
578	0.02583976409026563	0.012990295819227284
579	0.02583976409026563	0.01299113266851368
580	0.02583976409026563	0.012677461140712344
581	0.02583976409026563	0.013315615926360363
582	0.025874663588709573	0.012863089948860403
583	0.025874663588709573	0.0133232435017214
584	0.025874663588709573	0.01357607214202235
585	0.025874663588709573	0.013400566618054381
586	0.025874663588709573	0.012857262165156985
587	0.025874663588709573	0.013069794742118232
588	0.025874663588709573	0.012873683534418198
589	0.025874663588709573	0.012473855707302106
590	0.025874663588709573	0.012869084128749013
591	0.025874663588709573	0.013156695178767958
592	0.025874663588709573	0.01265433791134331
593	0.025874663588709573	0.01290022967994195
594	0.02592935399315191	0.012847279630816564
595	0.02592935399315191	0.01269052821381897
596	0.02592935399315191	0.013784369720265524
597	0.02592935399315191	0.01348248281634475
598	0.02592935399315191	0.013629619097398736
599	0.02592935399315191	0.012886377254545852
600	0.02592935399315191	0.013041036277884605
601	0.02592935399315191	0.012935122516170865
602	0.02592935399315191	0.012345483538508542
603	0.02592935399315191	0.012823590230696541
604	0.025982017407511913	0.012708568078214062
605	0.025982017407511913	0.013573052527943117
606	0.025982017407511913	0.013746972572169036
607	0.025982017407511913	0.013305922210990868
608	0.025982017407511913	0.012874077198035872
609	0.025982017407511913	0.013083189697592574
610	0.025982017407511913	0.013395078528890525
611	0.025982017407511913	0.013358718215223069
612	0.025982017407511913	0.01256591333737412
613	0.025982017407511913	0.012587068844431552
614	0.025982017407511913	0.01295858400155209
615	0.025982017407511913	0.013008109885356545
616	0.025982017407511913	0.01267747560861393
617	0.025982017407511913	0.012601054567317612
618	0.025982017407511913	0.01395397602032283
619	0.025982017407511913	0.013836831127104083
620	0.025982017407511913	0.01431352222779944
621	0.025982017407511913	0.014612186741408554
622	0.025982017407511913	0.013998688174847894
623	0.025982017407511913	0.013763159100656619
624	0.025982017407511913	0.01368317055467132
625	0.025982017407511913	0.013409622259234914
626	0.025982017407511913	0.013093756669086219
627	0.025982017407511913	0.01325966795161433
628	0.025982017407511913	0.013052154721594367
629	0.025982017407511913	0.013535776815148826
630	0.025982017407511913	0.013791671770729989
631	0.025982017407511913	0.01406791767875881
632	0.025982017407511913	0.013070910182253113
633	0.025982017407511913	0.013750017871099536
634	0.025982017407511913	0.012839937835130422
635	0.026150791863433744	0.012737105113072867
636	0.026150791863433744	0.013499008274340106
637	0.026150791863433744	0.013229468717084716
638	0.026150791863433744	0.01331079956873146
639	0.026150791863433744	0.013609974690485182
640	0.026150791863433744	0.014122787916754191
641	0.026150791863433744	0.013670569429028381
642	0.026150791863433744	0.01322271842374474
643	0.026150791863433744	0.013043282459939217
644	0.026150791863433744	0.013067437502571423
645	0.026150791863433744	0.013186125815075393
646	0.026150791863433744	0.013542249929159528
647	0.026150791863433744	0.013988857706089023
648	0.026150791863433744	0.013748121599347825
649	0.026150791863433744	0.013806775190523028
650	0.026150791863433744	0.014364480701288344
651	0.026150791863433744	0.013837020174677757
652	0.026150791863433744	0.012969190616652134
653	0.02622022918112186	0.013139189640303434
654	0.02622022918112186	0.013622286410093753
655	0.02622022918112186	0.013561848992393216
656	0.02622022918112186	0.013998950289388775
657	0.02622022918112186	0.013773246704084807
658	0.02622022918112186	0.013049756650832418
659	0.02622022918112186	0.01290307248482963
660	0.02622022918112186	0.012986200670687698
661	0.02622022918112186	0.012979342711472204
662	0.02622022918112186	0.012608703937337729
663	0.02622022918112186	0.013623457688178037
664	0.02622022918112186	0.013395402597590502
665	0.02622022918112186	0.013189545243587956
666	0.02622022918112186	0.012776400112925395
667	0.02622022918112186	0.01309626819433961
668	0.02622022918112186	0.012888103267814305
669	0.02622022918112186	0.013273155954052703
670	0.02622022918112186	0.01298870781198672
671	0.02622022918112186	0.01356611614364428
672	0.02622022918112186	0.013454060334258642
673	0.02622022918112186	0.013980371101203627
674	0.02622022918112186	0.013914121087260044
675	0.02622022918112186	0.013419255801990122
676	0.02622022918112186	0.013190232137353862
677	0.02622022918112186	0.013207306367782645
678	0.02622022918112186	0.012715180887745146
679	0.02622022918112186	0.013446995912591055
680	0.02622022918112186	0.013500936658553552
681	0.02622022918112186	0.01334638873542479
682	0.02622022918112186	0.012726038935570366
683	0.02622022918112186	0.013303920576494934
684	0.02622022918112186	0.014218077096341004
685	0.02622022918112186	0.0136945598731185
686	0.02622022918112186	0.013019382354687878
687	0.02622022918112186	0.01279556189100382
688	0.02622022918112186	0.013049001947193974
689	0.02622022918112186	0.014510702936046836
690	0.02622022918112186	0.014160106341424021
691	0.02626572015103534	0.013666270037873357
692	0.0263496111944385	0.014168768928130942
